file_name,image_size,tick_size,tag_text,tag_id_guess_m,tag_id_guess_h,inference_info
D:/moth_photos/database\batch_07\img_moth_00012001.jpg,"[4000, 6000]",37.254901960784316,"['2024\nDCR4618\n', 'Photographedby\nAFletcher\n2024\n', 'santeeCoastalReserve\nCharlegtonCoSC\n\n24 EFLoPresti\n\nAtyYyz4Marsh\n', '']","['2024\nDCR4618\n', '2024\n', 'CR\nCCC\n\n24\n\n4\n', '']","['2024\nPC4618\n', 'P\n2024\n', 'CP\nCCC\n\n24 P\n\nW4\n', '']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012002.jpg,"[4000, 6000]",36.92,"['SanteeCoastalReserve\nCharlestonCoSC\n85 EFLoPresti\n\nJit Mazyck\n', 'Photographedby\nAFletcher\n2024\n', '2024\nDCR4693\n']","['CR\nCC0C\n85\n\n4\n', '2024\n', '2024\nDCR4693\n']","['C\nCC0C\n85 P\n\n4\n', 'P\n2024\n', '2024\nC4693\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012003.jpg,"[4000, 6000]",37.15686274509804,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR4623\n', 'SanteeCoastaiKeserve\nCharlestonCoSC\n\n24 EFLoPresti\nJuly ex Marsh\n']","['2024\n', '2024\nDCR4623\n', 'CR\nCCC\n24\n4\n']","['P\n2024\n', '2024\nC4623\n', 'C\nCCC\n24 P\n4\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012004.jpg,"[4000, 6000]",37.059999999999995,"['2024\nDCR4683\n', 'Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\n4 EFLoPresti\nT5ptJ4Mazyck\n']","['2024\nDCR4683\n', '2024\n', 'CR\nCCC\n\n4\n5D4\n']","['2024\nPC4683\n', 'P\n2024\n', 'C\nCCC\n\n4 P\n54\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012005.jpg,"[4000, 6000]",37.254901960784316,"['2024\nDCR4621\n', 'SanteeCoastalReserve\nCharlestonCoSC\nrN EFLoPresti\n\n0 TotVZY4 Marsh\n', 'Photographedby\nAFletcher\n2024\n', '']","['2024\nDCR4621\n', 'CR\nCCC\n0 74\n', '2024\n', '']","['2024\nC4621\n', 'C\nCCC\nP\n\n0 74\n', 'P\n2024\n', '']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012006.jpg,"[4000, 6000]",37.120000000000005,"['2024\nDCR4684\n', 'Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\nTunglMazyck\n']","['2024\nDCR4684\n', '2024\n', 'CR\nCCC\n']","['2024\nPC4684\n', 'P\n2024\n', 'C\nCCC\nP\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012007.jpg,"[4000, 6000]",37.27450980392157,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR4616\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\n52EFLoPresti\n24 JuvtyyyMarsh\n']","['2024\n', '2024\nDCR4616\n', 'CR\nCCC\n\n52\n24\n']","['P\n2024\n', '2024\nC4616\n', 'C\nCCC\n\n52P\n24\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012008.jpg,"[4000, 6000]",37.160000000000004,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR4686\n', 'Santee CoastalReserve\nCharleston CoSC\nEFe LoPresti\n\nBs pg24 Mazyck\n']","['2024\n', '2024\nDCR4686\n', 'CR\nC CC\n\n3 24 C\n']","['P\n2024\n', '2024\nC4686\n', 'C\nC CC\nP P\n\n3 24 C\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012009.jpg,"[4000, 6000]",37.372549019607845,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR4607\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nEFLoPresti\n\nco Tigey2Marsh\n']","['2024\n', '2024\nDCR4607\n', 'CR\nCCC\nC 2\n']","['P\n2024\n', '2024\nPC4607\n', 'C\nCCC\n\nP\n\nC 2\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012010.jpg,"[4000, 6000]",37.080000000000005,"['2024\nDCR4688\n', 'Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\n\nCharlestonCoSC\n4 6FLoPresti\nPASF24Mazyck\n']","['2024\nDCR4688\n', '2024\n', 'CR\n\nCCC\n4 6\n24\n']","['2024\nC4688\n', 'P\n2024\n', 'C\n\nCCC\n4 6P\nPP24\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012011.jpg,"[4000, 6000]",37.15686274509804,"['2024\nDCR4609\n', 'Photographedby\nAFletcher\n2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\nvt24Marsh\n', '']","['2024\nDCR4609\n', '2024\n', 'CR\nCC0C\n24\n', '']","['2024\nPC4609\n', 'P\n2024\n', 'C\nCC0C\nP\n\n24\n', '']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012012.jpg,"[4000, 6000]",36.64705882352941,"['noearmites\nEFL2024\n', '2024\nDCR4690\n', 'SanteeCoastalReserve\nCharleston CoSC\nEFLoPresti\n\nTty D 4Mazyck\n', 'Photographedby\nAFletcher\n2024\n']","['2024\n', '2024\nDCR4690\n', 'CR\nC CC\nD 4\n', '2024\n']","['2024\n', '2024\nC4690\n', 'C\nC CC\nP\n\n4\n', 'P\n2024\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012013.jpg,"[4000, 6000]",37.1764705882353,"['vsanteeCoastalReserve\nCharlestornCoSC\n2 EFLoPresti\nJuurtMarsh\n', 'Photographedby\nAFletcher\n2024\n', '2024\nDCR4612\n']","['CR\nCC0C\n2\n', '2024\n', '2024\nDCR4612\n']","['C\nCC0C\n2 PP\n', 'P\n2024\n', '2024\nC4612\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012014.jpg,"[4000, 6000]",36.549019607843135,"['Photographedby\nAFletcher\n2024\n', 'noearmites\n\nEFL2024\n', 'SanteeCoastalReserve\nCharlestonCoSC\nQ EFLoPresti\n', '2024\nDCR4682\n']","['2024\n', '2024\n', 'CR\nCCC\n', '2024\nDCR4682\n']","['P\n2024\n', '2024\n', 'C\nCCC\nP\n', '2024\nC4682\n']",modelv1.0__2026-05-20 17:35:16
D:/moth_photos/database\batch_07\img_moth_00012015.jpg,"[4000, 6000]",37.235294117647065,"['Photographedby\nAFletcher\n2024\n', '2024\nDCR4613\n', 'SanteeCoastalReserve\nCharlestonCoSC\nIe EFLoPresti\nSubye4 Marst\n', '']","['2024\n', '2024\nDCR4613\n', 'CR\nCC0C\n0\n4\n', '']","['P\n2024\n', '2024\nC4613\n', 'C\nCC0C\n0P\n4\n', '']",modelv1.0__2026-05-20 17:35:16
