file_name,image_size,tick_size,tag_text,tag_id_guess_m,tag_id_guess_h,inference_info
D:/moth_photos/database\batch_09\img_moth_00016001.jpg,"[4000, 6000]",36.84615384615385,"['WPC\n1181\n', 'McCle Lianville\nSouth Carolina Oo\n\nCharles REdwards\n13 Sept J9 L7\nLisHd\n']","['C\n1181\n', 'C\nC\n\nC R\n13 4 9 7\n']","['WPC\n1181\n', 'C\nC\n\nC\n13 4 9 7\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016002.jpg,"[4000, 6000]",36.44230769230769,"['KRFDominick\n\nKd CharlesR Edwards\n\nMcClellanville\nSowthCarolina29458\n\n7 Octs9L7\nKIthpr\n', 'WPC\n1182\n']","['RD\n\nCR\n\nC\nC29458\n\n7 947\nR\n', 'C\n1182\n']","['P\n\nCP\n\nC\nC29458\n\n7 947\n', 'WPC\n1182\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016003.jpg,"[4000, 6000]",36.38461538461538,"['WPC\n1183\n', 'RBVominick\nCharlesREdwaris\nMcClellanville\nSouthCarolina29458\n22 t7969\n\nfyeoehk\n']","['C\n1183\n', 'RC\nCR\nC\nC29458\n22 7969\n']","['WPC\n1183\n', 'C\nC\nC\nC29458\n22 7969\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016004.jpg,"[4000, 6000]",36.5,"['WPC\n1184\n', 'RBDominick\nCparlesREdwards\nMcClellanville e\nSouthCrolina29458\n\na7 Sepgl1967\nL15b\n', '']","['C\n1184\n', 'RRD\nCR\nC\nC29458\n\n7 1967\n15\n', '']","['WPC\n1184\n', 'C\nC\nC29458\n\n7 1967\n15\n', '']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016005.jpg,"[4000, 6000]",36.61538461538461,"['WPC\n1185\n', 'RR Dominick\nCharlesREdwards\nMcClellanville\n\nSouthCarolina 2945\n\nBP 1eF\n', '']","['C\n1185\n', 'RR D\nCR\nC\n\nC 2945\n\n3 1\n', '']","['WPC\n1185\n', 'C\nC\n\nC 2945\n\n3P 1P\n', '']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016006.jpg,"[4000, 6000]",36.63461538461539,"['WPC\n1186\n', 'MwicUlilanvilie\nSouth Carolina\nRBDominick\n\nISMayf 1S\n']","['C\n1186\n', 'CC\nC\nRRD\n\n13 1\n']","['WPC\n1186\n', 'CC\nC\n\n13 1\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016007.jpg,"[4000, 6000]",36.71153846153846,"['WPC\n1187\n', 'RBDominick\nChariesREdwards\nMcClellanville 3\nSouwthCarolina29458\n\nL7Sep96E\n\nsJfjsehwe\n']","['C\n1187\n', 'RRD\nCR\nC 3\nC29458\n\n17969\n']","['WPC\n1187\n', 'C\nC 3\nC29458\n\n17969\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016008.jpg,"[4000, 6000]",36.519230769230774,"['WPC\n1188\n', 'RBDominick\nCharlesREdwards7\nMcClellanville\nSoutharolina29458\n\n2YSepfptJHF\nliGhrl\n']","['C\n1188\n', 'RD\nCR7\nC\n29458\n\n2\n']","['WPC\n1188\n', 'C7\nC\n29458\n\n2P\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016009.jpg,"[4000, 6000]",36.42307692307693,"['WPC\n1189\n', 'KBDVominick\nMcClellanville\nae sia\nJuneF\nLnLtA9\n', 'Fieronicta\nprob\npaupercuk\n\nPpaup ELT\n', 'DMBC00936\nRICHARDBDOMINICK\n\nMOTHBUTTERFLYCOLLECTION\nUNIVERSITYOFSOUTHCAROLINA\n\n']","['C\n1189\n', 'DD\nC\n9\n', '', 'DC00936\nRCRD8DC\n\nRRCC\nR0CR\n\n']","['WPC\n1189\n', 'C\n9\n', 'P\nP\n', 'PC00936\nC8WC\n\nCC\n0C\n\n']",modelv1.0__2026-05-20 23:12:21
D:/moth_photos/database\batch_09\img_moth_00016010.jpg,"[4000, 6000]",36.692307692307686,"['WPC\n1190\n', 'RBDominick\nCharlesREdwards\nMcClellanville fas\nSouthCarolina2945\n\nJeRpt1969\n\nLplandcd\n']","['C\n1190\n', 'RD\nCR\nC\nC2945\n\nR1969\n\nC\n']","['WPC\n1190\n', 'C\nC\nC2945\n\n1969\n\nC\n']",modelv1.0__2026-05-20 23:12:21
