file_name,image_size,tick_size,tag_text,tag_id_guess_m,tag_id_guess_h,inference_info
D:/moth_photos/database\batch_08\img_moth_00014001.jpg,"[4000, 6000]",36.78846153846154,"['2024\nDCR8598\n', 'santeeCoastaiReserve\nCharlestonCoSC\n\nEFLpPresti\nDna gyJamesCane\n', 'Photoqraphedby\nBHarter\n2025\n']","['2024\nDCR8598\n', 'CR\nCCC\n\nR\nDD C\n', 'R\n2025\n']","['2024\nPC8598\n', 'C\nCCC\n\nP\nC\n', 'P\n2025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014002.jpg,"[4000, 6000]",36.692307692307686,"['2024\nDCR8599\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n\n3Dnn Q74JamesCane\n']","['2024\nDCR8599\n', 'R\n2025\n', 'CR\nCC0C\n\n3D 074C\n']","['2024\nPC8599\n', 'P\nW\n2025\n', 'CP\nCC0C\nP\n\n3P 074C\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014003.jpg,"[4000, 6000]",36.38461538461538,"['2025DCR\n00001\n', 'Photoqraphedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n14Marcn2025\nCvpressTrap\n']","['2025DCR\n00001\n', '8\n2025\n', 'CR\nCCC\n142025\nC\n']","['2025C\n00001\n', 'P\n8\n2025\n', 'C\nCCC\nP\n142025\nC\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014004.jpg,"[4000, 6000]",36.37735849056604,"['2025DCR\n00050\n', 'Photoqraphedby\n8Harter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nLip14Merch2025\n14Marc\nRA PemeTrap\n']","['2025DCR\n00050\n', '8\n2025\n', 'CR\nCCC\n142025\n14\nR R\n']","['2025C\n00050\n', 'P\n8\n2025\n', 'C\nCCC\n142025\n14\nP\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014005.jpg,"[4000, 6000]",36.84313725490196,"['2025DCR\n00129\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nKStoi\n6Mav2025\n\nBaitTrap\n', 'noearmites\nE LoPresti2025\n']","['2025DCR\n00129\n', '8\n2025\n', 'CR\nCCC\n62025\n\nR\n', '0\n2025\n']","['2025PC\n00129\n', 'P\n8\n2025\n', 'C\nCCC\n62025\n', '0\nP2025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014006.jpg,"[4000, 6000]",36.86274509803921,"['2025DCR\n00002\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharnlestonCoSC\nEFLoPresti\n14March2025\nCvpressTrap\n']","['2025DCR\n00002\n', '8\n2025\n', 'CR\nCCC\n142025\nC\n']","['2025C\n00002\n', 'P\n8\n2025\n', 'C\nCCC\nP\n142025\nC\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014007.jpg,"[4000, 6000]",36.71153846153846,"['2025DCR\n00051\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\n\nEFLoPresti\nLD Ny14Mar 14March2025\namendTrap\n']","['2025DCR\n00051\n', 'R\n2025\n', 'CR\nCCC\n\nR\nD 14 142025\n1\n']","['2025C\n00051\n', 'P\n2025\n', 'C\nCCC\n\nP\n14 142025\n1\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014008.jpg,"[4000, 6000]",36.7843137254902,"['2025DCR\n00130\n', 'noearmites\nELoPresti2025\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nKStoi\n6Mav2025\nBaitTrap\n']","['2025DCR\n00130\n', 'C2025\n', '8\n2025\n', 'CR\nCCC\n62025\nR\n']","['2025C\n00130\n', 'CP2025\n', 'P\n8\n2025\n', 'C\nCCC\n62025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014009.jpg,"[4000, 6000]",36.82692307692308,"['nNoOearmites\nELoPresti2025\n', '2025DCR\n00003\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCaSC\nEFLoPresti\n14March2025\nCvpressTrap\n']","['C2025\n', '2025DCR\n00003\n', 'R\n2025\n', 'CR\nCCC\n142025\nC\n']","['CP2025\n', '2025C\n00003\n', 'P\n2025\n', 'C\nCCC\nP\n142025\nC\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014010.jpg,"[4000, 6000]",37.01923076923077,"['Ee\n\n2025DCR\n00052\n', 'Photoqraphedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n14March2025\nGatorRoadTraop\n']","['2025DCR\n00052\n', '8\n2025\n', 'CR\nCCC\n142025\nR\n']","['2025C\n00052\n', 'P\n8\n2025\n', 'C\nCCC\nP\n142025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014011.jpg,"[4000, 6000]",36.76470588235294,"['2025DCR\n00131\n', 'Photoqgraphedby\nBHarter\n2025\n', 'etCt\nnoearmites\nELoPresti 2025\n', 'Santee CoastalReserve\nCharestonCo SC\nKStoi\n6Mav2025\nBaitTrap\n']","['2025DCR\n00131\n', 'R\n2025\n', 'C\n2025\n', 'CR\nCC C\n62025\nR\n']","['2025C\n00131\n', 'P\n2025\n', 'C\nP 2025\n', 'CP\nCC C\n62025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014012.jpg,"[4000, 6000]",36.92156862745098,"['2025DCR\n00004\n', 'noearmites\nELoPresti2025\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharestonCoSC\nEFLoPresti\n14March2025\nCvoressTrap\n']","['2025DCR\n00004\n', '2025\n', '8\n2025\n', 'CR\nCCC\n142025\nC\n']","['2025C\n00004\n', 'P2025\n', 'P\n8\n2025\n', 'C\nCCC\nP\n142025\nC\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014013.jpg,"[4000, 6000]",37.03846153846154,"['2025DCR\n00053\n', 'noearmites\nELoPresti2025\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastal Reserve\nCharlestonCo S\nEFLtoPresti\n44March2025\nGatorRoadTrap\n']","['2025DCR\n00053\n', 'C2025\n', 'R\n2025\n', 'C R\nCC\nR\n442025\nR\n']","['2025C\n00053\n', 'CP2025\n', 'P\n2025\n', 'C\nCC\nP\n442025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014014.jpg,"[4000, 6000]",36.64705882352941,"['2025DCR\n00132\n', 'E LoPresti2025 2025\n', 'Photoqraphedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharlestonCoSC\nKStoi\n6Mayv2025\nBaitTrap\n']","['2025DCR\n00132\n', '2025 2025\n', '8\n2025\n', 'CR\nCCC\n62025\nR\n']","['2025C\n00132\n', 'P2025 2025\n', 'P\n8\n2025\n', 'C\nCCC\n62025\n']",modelv1.0__2026-05-20 20:23:05
D:/moth_photos/database\batch_08\img_moth_00014015.jpg,"[4000, 6000]",37.01960784313725,"['2025DCR\n00005\n', 'noear mites\nELoPresti2025\n', 'Photographedby\nBHarter\n2025\n', 'SanteeCoastalReserve\nCharnlestonCoSC\nEFLoRresti\n14March2025\nCvpressTrap\n']","['2025DCR\n00005\n', 'C2025\n', '8\n2025\n', 'CR\nCCC\nR\n142025\nC\n']","['2025C\n00005\n', 'CP2025\n', 'P\n8\n2025\n', 'C\nCCC\nP\n142025\nC\n']",modelv1.0__2026-05-20 20:23:05
