file_name,image_size,tick_size,tag_text,tag_id_guess_m,tag_id_guess_h,inference_info
D:/moth_photos/database\batch_16\img_moth_00030001.jpg,"[4000, 6000]",37.1764705882353,"['RBDominick\nCharlesREdwards\nMcClellanville\nSoughCarolina29458\nI7JulyITb 2\n\nLich\n', 'WPC\n13500\n']","['RRD\nCR\nC\nC29458\n176 2\n', 'C\n13500\n']","['C\n\nC\n\nC29458\n176 2\n', 'WPC\n13500\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030002.jpg,"[4000, 6000]",37.09803921568628,"['WPC\n13501\n', 'McClellanville\nSouthCarolina\nR B Dominick\n\n20fMer1966\nLjahk\n']","['C\n13501\n', 'C\nC\nR D\n\n201966\n']","['WPC\n13501\n', 'C\nC\nW\n\n201966\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030003.jpg,"[4000, 6000]",36.55769230769231,"['WPC\n13502\n', 'McClelianviss\nSout Caroling\nDominic\n\n14Mav 136s\nLrahto7\n']","['RC\n13502\n', 'C\nC\nD\n\n14 136\n7\n']","['WPC\n13502\n', 'C\nC\nP\n\n14 136\n7\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030004.jpg,"[4000, 6000]",37.01923076923077,"['WPC\n13503\n', 'RBDominick\nCharlesREdwards\nMcClellanville\nSoutharolirfa29458\n']","['C\n13503\n', 'RD\nCR\nC\n29458\n']","['WPC\n13503\n', 'C\nC\n29458\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030005.jpg,"[4000, 6000]",37.21568627450981,"['SOUTHCAROLINA\nWedgePlantation\nMcClellanville\nAugust 10 1968\nDCFerguson\n', 'WPC\n13504\n']","['CR\nC\n10 1968\nDC\n', 'RC\n13504\n']","['C\nWP\nC\n10 1968\nC\n', 'WPC\n13504\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030006.jpg,"[4000, 6000]",36.692307692307686,"['WPC\n13505\n', 'McClellanville\nSouthCarolina\nRBDominick\n19Mar 1265\nhightJ7\n']","['C\n13505\n', 'C\nC\nRRD\n19 1265\n7\n']","['WPC\n13505\n', 'C\nC\n19 1265\n7\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030007.jpg,"[4000, 6000]",37.1764705882353,"['WPC\n13506\n', 'McClellanville\nSouthCarolina\nCharlesREdwards\n\nVelgFtK519L7\ndet547f\n']","['C\n13506\n', 'C\nC\nCR\n\n51947\n547\n']","['WPC\n13506\n', 'C\nC\nC\n\nP51947\n547\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030008.jpg,"[4000, 6000]",37.05882352941176,"['WPC\n13507\n', 'McClellanville\nSouthCarolina\nCharlesREdwareis\n\nZzKus767\n454\n']","['C\n13507\n', 'C\nC\nCR\n\n2767\n454\n']","['WPC\n13507\n', 'C\nC\nC\n\n2767\n454\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030009.jpg,"[4000, 6000]",36.55769230769231,"['WPC\n13508\n', 'McClellanville\nSouthCarolina\nCherilesREdwards\n\n4977\nLignk 967\n']","['C\n13508\n', 'C\nC\nCR\n\n4977\n967\n']","['WPC\n13508\n', 'C\nC\nC\n\n4977\n967\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030010.jpg,"[4000, 6000]",37.13725490196079,"['WPC\n13509\n', 'McCliellanville\nSouthCarolina\nCharlesREdwards\n\nTHus S97\nLigh Ja\n']","['C\n13509\n', 'C\nC\nCR\n\n74 97\n']","['WPC\n13509\n', 'C\nC\nC\n\n74 97\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030011.jpg,"[4000, 6000]",37.01960784313725,"['WPC\n13510\n', 'McClellanville\nsouth Carolina\neI46e\n\n21fMar46\nLiakht\n', '50 2\n']","['C\n13510\n', 'C\nC\n46C\n\n2146\n', '50 2\n']","['WPC\n13510\n', 'C\nC\n46C\n\n2146\n', '50 2\n']",modelv1.0__2026-05-21 17:06:36
D:/moth_photos/database\batch_16\img_moth_00030012.jpg,"[4000, 6000]",37.07843137254902,"['WPC\n13511\n', '23 Pus 1967\nLightCRE\n']","['C\n13511\n', '23 1967\nCR\n']","['WPC\n13511\n', '23 P 1967\nC2\n']",modelv1.0__2026-05-21 17:06:36
