file_name,image_size,tick_size,tag_text,tag_id_guess_m,tag_id_guess_h,inference_info
D:/moth_photos/database\batch_03\img_moth_00004001.jpg,"[4000, 6000]",37.46153846153846,"['SanteeCoastalReserve\nCharlestonCoSC\nEFLoPresti\n19Oct2023Cypress Trap\n', '2023\nDCR03612\n', 'rote\n\nWEP\n\nWN\n']","['CR\nCC0C\n1902023C\n', '2023\nDCR03612\n', '']","['C\nCC0C\nP\n1902023C\n', '2023\nC03612\n', 'WP\n\nWW\n']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004002.jpg,"[4000, 6000]",37.46153846153846,"['SanteeCoastal Reserve\nChariestonCo sc\nFLoPresti\n49Oct2023CypressTrap\n', '2023\nDCR03607\n', 'ee\n']","['C R\nCC\n4902023C\n', '2023\nDCR03607\n', '']","['C\nCC\nP\n4902023CP\n', '2023\nC03607\n', '']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004003.jpg,"[4000, 6000]",37.30769230769231,"['2023\nDCR03617\n', 'SanteeCoastalReserve\nCharlestonCoSC\nEFLoPfesti\n19Oct2023CypressTrap\n', 'rosie\n\nwe\n\niP\n\nWN\n']","['2023\nDCR03617\n', 'CR\nCCC\n192023C\n', '']","['2023\nPC03617\n', 'C\nCCC\nP\n192023C\n', 'W\n\nP\n\nW\n']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004004.jpg,"[4000, 6000]",37.42307692307692,"['Santee CoastalResev\natl testo nCO Sc\n\n90ct2023 Cypress Trap\n', '', 'we\n\neo\n\nWN\n']","['CR\nC0\n\n902023 C\n', '', '0\n']","['C\nC0\n\n902023 C P\n', '', 'W\n\nW0\n\nWW\n']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004005.jpg,"[4000, 6000]",37.46153846153846,"['SanteeCoastalReserve\nChartestonCoSC\nEFLoPresti\n19Oct2023CypressTrat\n', '2023\n', '']","['CR\nCC0C\n192023C\n', '2023\n', '']","['C\nCC0C\nP\n192023C\n', '2023\n', '']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004006.jpg,"[4000, 6000]",37.53846153846153,"['2023\nDCR03608\n', 'SanteeCoastalReserve\nChartestonCoSC\nEFLoPresti\n19Oct2023CypressTrap\n', '']","['2023\nDCR03608\n', 'CR\nCCC\n192023C\n', '']","['2023\nPC03608\n', 'C\nCCC\nP\n192023C\n', '']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004007.jpg,"[4000, 6000]",37.40384615384616,"['2023\nDCR04016\n', 'SanteeCoastalReserve\n\nCharlestonCoSC Sai Bi\n\nEF LoPresti fit\nNateh\n\nSHf9 VJ 7\n', 'weyoh\n\nWN\n\nost\n']","['2023\nDCR04016\n', 'CR\nCC0C\n\n9 7\n', '']","['2023\nC04016\n', 'C\nCC0C\nP P\n\n9 7\n', 'WP\n\nW\n']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004008.jpg,"[4000, 6000]",37.63461538461538,"['2023\nDCR04021\n', 'Santee Coastal Reserve\nCharlestonCoSC6\nEF LoPresti SB\n\nSNIVVS\n', 'e\n\nwhey\n\nww\n\ntest\n']","['2023\nDCR04021\n', 'C R\nCC0C6\n', '']","['2023\nC04021\n', 'C\nCC0C6\nP\n\nW\n', 'P\n']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004009.jpg,"[4000, 6000]",37.53846153846153,"['2023\nDCR04018\n', 'SanteeCoastalReserve\nCharlestonCoSCSANS\n\nEFLoPresti Oss\n\n273henah\n\nAn\n', '']","['2023\nDCR04018\n', 'CR\nCCC5\n5\n273\n', '']","['2023\nPC04018\n', 'C\nCCC5\n\nP P5\n\n273\n', '']",modelv1.0__2026-05-20 05:35:07
D:/moth_photos/database\batch_03\img_moth_00004010.jpg,"[4000, 6000]",37.30769230769231,"['gantee coastal Res\nonCO Sc 4 a 10\nEF Toprest git\ngare\n\nAnyots\n', '2023\nDCR04017\n', 'ee\n']","['C R\nC C 4 10\n\n4\n', '2023\nDCR04017\n', '']","['C\nC C 4 10\nP\n\n4\n', '2023\nPC04017\n', '']",modelv1.0__2026-05-20 05:35:07
